NAME	biosample_id	biosample_type	disease	disease__ontology_label	organ	organ__ontology_label	library_preparation_protocol	library_preparation_protocol__ontology_label	donor_id	species	species__ontology_label	sex	is_living	preservation_method
BA_120	BA_D01_02	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_121	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_122	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_123	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_124	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_125	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_126	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_127	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_128	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_129	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
BA_130	BA_D01_01	PrimaryBioSample	MONDO_0005109	HIV infectious disease	UBERON_0000970	eye	EFO_0008780	inDrop	BA_D01	NCBITaxon_10090	Mus musculus	unknown	no	Fresh
